date,ticker,sentiment_score,positive_prob,negative_prob,neutral_prob,article_count,positive_count,negative_count,neutral_count,sentiment_std
2018-03-07,XLF,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,XLK,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,XLP,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,XLU,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,XLV,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,EEM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,GLD,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,IWM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,QQQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,SPY,-0.0267,0.1408,0.1675,0.6917,21,1,3,17,0.2911
2018-03-08,TLT,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLE,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLF,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLK,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLP,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLU,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-08,XLV,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,EEM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,GLD,-0.8825,0.0309,0.9134,0.0558,1,0,1,0,0.0
2018-03-09,IWM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,QQQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,SPY,0.2179,0.345,0.1271,0.5279,18,6,2,10,0.4855
2018-03-09,TLT,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLE,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLF,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLK,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLP,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLU,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-09,XLV,0.3088,0.55,0.2412,0.2088,1,1,0,0,0.0
2018-03-12,EEM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-12,GLD,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-12,IWM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-12,QQQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-12,SPY,-0.0454,0.1571,0.2025,0.6404,12,1,2,9,0.4657
2018-03-12,TLT,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-12,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
